Date,Day,Origin Display Name,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
05/30/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",756,620,921,,,,2926,2423,3534,1467,1257,1712,,,,756,620,921
05/31/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1936,1425,2631,,,,2292,1907,2756,1814,1337,2462,,,,,,
06/01/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,2553,1770,3681,1760,1213,2556,,,,,,
06/02/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1432,990,2072,,,,,,,1352,996,1835,,,,,,
06/03/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1100,808,1497,,,,1140,821,1582,,,,,,,,,
06/04/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,,,,,,,,,
06/05/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,2816,2123,3736,1677,1332,2112,,,,,,
06/06/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2232,1472,3385,,,,3303,2736,3988,1958,1349,2843,1766,1263,2470,,,
06/07/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1866,1316,2648,,,,,,,1700,1294,2233,,,,,,
06/08/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1011,710,1441,,,,3592,2848,4532,2255,1673,3040,1535,1152,2044,1011,710,1441
06/09/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1415,935,2142,,,,,,,1488,990,2236,931,897,967,,,
06/10/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,1154,886,1502,957,796,1150,1018,751,1380,,,
06/11/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,,,,,,,,,
06/12/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,2014,1350,3004,,,,,,
06/13/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2276,1421,3645,,,,3905,2782,5480,1794,1409,2286,1713,1047,2801,,,
06/14/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1980,1459,2688,2315,1309,4093,,,
06/15/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2494,1739,3576,,,,3484,3019,4021,2038,1522,2729,,,,,,
06/16/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,1442,1260,1652,1650,1179,2307,1432,1132,1811,,,
06/17/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1358,936,1969,,,,,,
06/18/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1977,1507,2592,,,,,,,1677,1482,1897,,,,,,
